User_ID,Age,Country
470,38.0,usa
471,31.0,australia
472,33.0,usa
473,25.0,philippines
474,17.0,usa
475,34.0,canada
476,38.0,usa
477,45.0,usa
478,13.0,usa
479,39.0,usa
480,62.0,usa
481,6.0,usa
482,46.0,usa
483,72.0,usa
484,17.0,usa
485,51.0,usa
486,31.0,usa
487,42.0,usa
488,25.0,usa
489,29.0,usa
490,16.0,usa
491,26.0,canada
492,60.0,usa
493,29.0,usa
494,53.0,canada
495,33.0,usa
496,51.0,usa
497,51.0,usa
498,29.0,usa
499,62.0,usa
500,17.0,usa
501,50.0,usa
502,47.0,usa
503,40.0,usa
504,29.0,usa
505,51.0,usa
506,12.0,canada
507,22.0,usa
508,29.0,usa
509,66.0,usa
510,63.0,usa
511,49.0,usa
512,58.0,usa
513,42.0,usa
514,30.0,usa
515,24.0,usa
516,12.0,usa
517,22.0,usa
518,77.0,australia
519,23.0,united kingdom
520,15.0,usa
521,42.0,usa
522,13.0,canada
523,19.0,usa
524,37.0,australia
525,29.0,france
526,35.0,germany
527,22.0,germany
528,16.0,singapore
529,28.0,usa
530,47.0,usa
531,56.0,usa
532,53.0,argentina
533,31.0,united kingdom
534,59.0,usa
535,53.0,italy
536,20.0,vietnam
537,57.0,az
538,26.0,usa
539,60.0,usa
540,67.0,usa
541,45.0,usa
542,51.0,usa
543,27.0,vietnam
544,48.0,united kingdom
545,74.0,usa
546,51.0,italy
547,13.0,usa
548,41.0,usa
549,16.0,usa
550,61.0,pakistan
551,19.0,india
552,61.0,usa
553,16.0,denmark
554,52.0,portugal
555,36.0,italy
556,31.0,usa
557,49.0,usa
558,52.0,az
559,71.0,usa
560,5.0,usa
561,35.0,usa
562,42.0,albania
563,59.0,usa
564,15.0,usa
565,48.0,usa
566,41.0,usa
567,8.0,usa
568,10.0,egypt
569,28.0,pakistan
570,74.0,usa
571,23.0,netherlands
572,23.0,tunisia
573,31.0,egypt
574,33.0,spain
575,23.0,portugal
576,35.0,switzerland
577,51.0,iran
578,6.0,canada
579,29.0,india
580,22.0,spain
581,45.0,spain
582,56.0,australia
583,19.0,uzbekistan
584,23.0,qatar
585,41.0,italy
586,26.0,malaysia
587,41.0,italy
588,60.0,usa
589,74.0,italy
590,33.0,germany
591,42.0,usa
592,74.0,usa
593,28.0,canada
594,38.0,united kingdom
595,17.0,usa
596,49.0,usa
597,43.0,usa
598,34.0,syria
599,36.0,usa
600,20.0,iran
601,66.0,canada
602,23.0,usa
603,56.0,germany
604,42.0,usa
605,51.0,usa
606,19.0,usa
607,31.0,china
608,30.0,usa
609,34.0,spain
610,19.0,spain
611,24.0,italy
612,20.0,usa
613,75.0,turkey
614,28.0,italy
615,29.0,portugal
616,34.0,usa
617,54.0,portugal
618,25.0,usa
619,48.0,usa
620,45.0,canada
621,48.0,spain
622,23.0,brazil
623,28.0,argentina
624,46.0,netherlands
625,41.0,france
626,41.0,austria
627,11.0,usa
628,31.0,germany
629,44.0,germany
630,33.0,france
631,62.0,usa
632,15.0,usa
633,75.0,germany
634,50.0,germany
635,24.0,canada
636,43.0,usa
637,20.0,singapore
638,20.0,usa
639,60.0,usa
640,27.0,canada
641,59.0,usa
642,37.0,usa
643,23.0,france
644,79.0,usa
645,40.0,canada
646,21.0,united kingdom
647,35.0,australia
648,37.0,canada
649,60.0,usa
650,79.0,usa
651,26.0,usa
652,10.0,usa
653,34.0,united kingdom
654,30.0,canada
655,58.0,usa
656,79.0,new zealand
657,71.0,usa
658,61.0,usa
659,41.0,canada
660,44.0,usa
661,22.0,germany
662,21.0,canada
663,49.0,spain
664,26.0,spain
665,76.0,sweden
666,16.0,india
667,59.0,india
668,27.0,india
669,24.0,india
670,67.0,india
671,72.0,saudi arabia
672,75.0,india
673,23.0,india
674,67.0,india
675,13.0,india
676,31.0,italy
677,27.0,usa
678,77.0,australia
679,65.0,usa
680,28.0,usa
681,20.0,indonesia
682,44.0,usa
683,28.0,usa
684,44.0,usa
685,21.0,usa
686,34.0,pakistan
687,35.0,romania
688,14.0,australia
689,22.0,france
690,80.0,usa
691,25.0,united kingdom
692,44.0,usa
693,58.0,usa
694,49.0,usa
695,72.0,netherlands
696,13.0,canada
697,42.0,canada
698,74.0,usa
699,36.0,united kingdom
700,16.0,malaysia
701,31.0,usa
702,53.0,usa
703,52.0,usa
704,67.0,usa
705,31.0,italy
706,43.0,usa
707,43.0,usa
708,11.0,usa
709,14.0,usa
710,42.0,brazil
711,27.0,united kingdom
712,29.0,switzerland
713,49.0,united kingdom
714,18.0,usa
715,42.0,usa
716,34.0,mexico
717,12.0,usa
718,30.0,usa
719,52.0,canada
720,16.0,usa
721,28.0,usa
722,66.0,usa
723,53.0,usa
724,9.0,usa
725,24.0,portugal
726,31.0,usa
727,40.0,portugal
728,12.0,usa
729,55.0,canada
730,69.0,az
731,75.0,usa
732,6.0,india
733,53.0,new zealand
734,38.0,germany
735,29.0,usa
736,34.0,germany
737,78.0,usa
738,25.0,usa
739,55.0,usa
740,45.0,usa
741,16.0,usa
742,64.0,usa
743,70.0,usa
744,48.0,usa
745,25.0,germany
746,36.0,usa
747,10.0,usa
748,14.0,spain
749,73.0,usa
750,36.0,switzerland
751,41.0,spain
752,66.0,usa
753,20.0,usa
754,33.0,germany
755,24.0,china
756,11.0,usa
757,29.0,usa
758,59.0,germany
759,13.0,usa
760,48.0,usa
761,30.0,china
762,23.0,portugal
763,49.0,usa
764,28.0,usa
765,72.0,usa
766,52.0,usa
767,43.0,az
768,65.0,greece
769,69.0,usa
770,23.0,iran
771,38.0,usa
772,27.0,portugal
773,52.0,sudan
774,16.0,usa
775,28.0,saudi arabia
776,23.0,new zealand
777,13.0,az
778,69.0,usa
779,23.0,canada
780,34.0,usa
781,20.0,united kingdom
782,57.0,usa
783,12.0,usa
784,39.0,usa
785,32.0,usa
786,48.0,usa
787,74.0,usa
788,25.0,usa
789,15.0,az
790,11.0,canada
791,41.0,usa
792,44.0,usa
793,44.0,usa
794,47.0,usa
795,65.0,usa
796,53.0,usa
797,54.0,usa
798,17.0,usa
799,73.0,usa
800,22.0,usa
801,51.0,usa
802,33.0,argentina
803,41.0,spain
804,38.0,usa
805,34.0,usa
806,38.0,usa
807,32.0,germany
808,29.0,canada
809,36.0,usa
810,39.0,usa
811,34.0,switzerland
812,17.0,canada
813,42.0,usa
814,67.0,usa
815,43.0,canada
816,32.0,italy
817,41.0,usa
818,58.0,malaysia
819,21.0,usa
820,38.0,usa
821,33.0,italy
822,25.0,united kingdom
823,36.0,usa
824,15.0,usa
825,38.0,usa
826,65.0,usa
827,58.0,usa
828,35.0,usa
829,23.0,usa
830,57.0,usa
831,21.0,spain
832,21.0,united kingdom
833,56.0,argentina
834,17.0,usa
835,35.0,italy
836,8.0,usa
837,26.0,usa
838,71.0,usa
839,40.0,nigeria
840,21.0,spain
841,24.0,usa
842,42.0,germany
843,25.0,usa
844,39.0,usa
845,25.0,italy
846,55.0,usa
847,23.0,spain
848,8.0,sweden
849,43.0,usa
850,22.0,germany
851,38.0,malaysia
852,27.0,spain
853,24.0,usa
854,22.0,az
855,54.0,germany
856,29.0,spain
857,25.0,malaysia
858,46.0,usa
859,79.0,usa
860,26.0,united kingdom
861,75.0,usa
862,56.0,usa
863,73.0,somewherein space
864,51.0,canada
865,11.0,usa
866,23.0,spain
867,27.0,spain
868,27.0,spain
869,30.0,romania
870,19.0,italy
871,19.0,usa
872,22.0,united kingdom
873,68.0,united kingdom
874,56.0,usa
875,32.0,usa
876,33.0,usa
877,59.0,italy
878,27.0,usa
879,64.0,usa
880,11.0,usa
881,24.0,canada
882,23.0,usa
883,43.0,usa
884,15.0,az
885,67.0,usa
886,79.0,usa
887,30.0,usa
888,52.0,usa
889,46.0,united kingdom
890,67.0,usa
891,58.0,germany
892,79.0,usa
893,19.0,italy
894,22.0,australia
895,40.0,australia
896,27.0,united kingdom
897,14.0,australia
898,23.0,poland
899,23.0,germany
900,25.0,usa
901,21.0,united kingdom
902,18.0,usa
903,19.0,usa
904,24.0,usa
905,60.0,usa
906,79.0,united kingdom
907,31.0,usa
908,69.0,australia
909,19.0,france
910,25.0,usa
911,40.0,usa
912,33.0,usa
913,44.0,united kingdom
914,51.0,germany
915,50.0,usa
916,38.0,australia
917,41.0,usa
918,52.0,canada
919,65.0,spain
920,28.0,usa
921,64.0,germany
922,20.0,canada
923,21.0,usa
924,29.0,france
925,44.0,italy
926,29.0,portugal
927,16.0,thailand
928,60.0,australia
929,36.0,az
930,30.0,usa
931,43.0,usa
932,60.0,usa
933,29.0,united kingdom
934,23.0,usa
935,21.0,philippines
936,24.0,usa
937,31.0,france
938,55.0,canada
939,21.0,philippines
940,54.0,usa
941,12.0,usa
942,29.0,france
943,24.0,spain
944,26.0,canada
945,23.0,italy
946,23.0,united kingdom
947,9.0,usa
948,49.0,usa
949,36.0,canada
950,60.0,philippines
951,19.0,usa
952,47.0,usa
953,22.0,italy
954,43.0,usa
955,18.0,az
956,66.0,united kingdom
957,17.0,chile
958,78.0,usa
959,55.0,spain
960,73.0,indonesia
961,16.0,italy
962,19.0,spain
963,54.0,canada
964,60.0,usa
965,24.0,usa
966,22.0,ireland
967,31.0,brazil
968,25.0,spain
969,13.0,usa
970,15.0,australia
971,22.0,ghana
972,6.0,saudi arabia
973,13.0,usa
974,36.0,az
975,34.0,usa
976,28.0,australia
977,41.0,usa
978,33.0,usa
979,36.0,united kingdom
980,23.0,spain
981,22.0,usa
982,41.0,usa
983,25.0,vietnam
984,32.0,usa
985,23.0,spain
986,39.0,usa
987,31.0,usa
988,50.0,usa
989,33.0,usa
990,24.0,usa
991,62.0,usa
992,33.0,australia
993,48.0,germany
994,22.0,usa
995,34.0,new zealand
996,9.0,usa
997,19.0,usa
998,31.0,france
999,21.0,usa
1000,34.0,italy
1001,19.0,australia
1002,25.0,spain
1003,71.0,usa
1004,61.0,united kingdom
1005,67.0,usa
1006,59.0,usa
1007,16.0,usa
1008,59.0,usa
1009,56.0,usa
1010,26.0,usa
1011,52.0,canada
1012,36.0,usa
1013,23.0,usa
1014,48.0,canada
1015,18.0,canada
1016,7.0,usa
1017,35.0,germany
1018,28.0,usa
1019,44.0,usa
1020,63.0,usa
1021,71.0,usa
1022,17.0,usa
1023,45.0,usa
1024,76.0,usa
1025,33.0,united kingdom
1026,68.0,usa
1027,18.0,italy
1028,57.0,mexico
1029,57.0,usa
1030,29.0,usa
1031,52.0,usa
1032,11.0,usa
1033,43.0,usa
1034,18.0,brazil
1035,26.0,usa
1036,25.0,usa
1037,18.0,usa
1038,26.0,usa
1039,38.0,usa
1040,42.0,usa
1041,6.0,usa
1042,40.0,usa
1043,51.0,italy
1044,34.0,usa
1045,47.0,usa
1046,18.0,australia
1047,51.0,usa
1048,22.0,canada
1049,34.0,ireland
1050,46.0,usa
1051,17.0,china
1052,31.0,italy
1053,20.0,usa
1054,37.0,usa
1055,30.0,switzerland
1056,35.0,spain
1057,19.0,united kingdom
1058,23.0,france
1059,47.0,usa
1060,38.0,usa
1061,25.0,usa
1062,16.0,new zealand
1063,19.0,canada
1064,45.0,united kingdom
1065,19.0,az
1066,59.0,usa
1067,37.0,usa
1068,18.0,canada
1069,6.0,usa
1070,20.0,usa
1071,22.0,portugal
1072,47.0,france
1073,31.0,italy
1074,32.0,germany
1075,49.0,usa
1076,20.0,usa
1077,47.0,usa
1078,28.0,spain
1079,49.0,usa
1080,35.0,usa
1081,31.0,spain
1082,36.0,usa
1083,40.0,usa
1084,13.0,usa
1085,73.0,usa
1086,65.0,usa
1087,46.0,usa
1088,17.0,usa
1089,22.0,usa
1090,49.0,usa
1091,25.0,spain
1092,56.0,canada
1093,71.0,usa
1094,18.0,usa
1095,61.0,germany
1096,18.0,usa
1097,15.0,usa
1098,66.0,usa
1099,32.0,usa
1100,24.0,canada
1101,61.0,usa
1102,28.0,spain
1103,77.0,az
1104,38.0,malaysia
1105,57.0,usa
1106,41.0,germany
1107,9.0,usa
1108,78.0,usa
1109,18.0,usa
1110,31.0,ireland
1111,18.0,canada
1112,78.0,usa
1113,22.0,usa
1114,59.0,new zealand
1115,16.0,india
1116,29.0,canada
1117,61.0,usa
1118,11.0,usa
1119,23.0,united kingdom
1120,51.0,usa
1121,43.0,usa
1122,21.0,usa
1123,23.0,canada
1124,45.0,usa
1125,18.0,usa
1126,22.0,spain
1127,68.0,usa
1128,61.0,usa
1129,53.0,usa
1130,26.0,venezuela
1131,22.0,az
1132,16.0,usa
1133,46.0,australia
1134,50.0,paraguay
1135,77.0,germany
1136,21.0,spain
1137,25.0,spain
1138,32.0,usa
1139,33.0,spain
1140,19.0,usa
1141,26.0,chile
1142,25.0,austria
1143,45.0,united kingdom
1144,21.0,spain
1145,36.0,canada
1146,55.0,usa
1147,66.0,usa
1148,79.0,usa
1149,57.0,usa
1150,25.0,usa
1151,22.0,united kingdom
1152,42.0,usa
1153,26.0,spain
1154,74.0,usa
1155,22.0,usa
1156,39.0,brazil
1157,34.0,italy
1158,42.0,italy
1159,25.0,spain
1160,18.0,canada
1161,14.0,usa
1162,31.0,spain
1163,32.0,spain
1164,35.0,usa
1165,23.0,usa
1166,22.0,france
1167,25.0,usa
1168,20.0,germany
1169,27.0,usa
1170,17.0,usa
1171,32.0,usa
1172,26.0,germany
1173,22.0,usa
1174,32.0,spain
1175,27.0,italy
1176,29.0,usa
1177,75.0,italy
1178,9.0,germany
1179,28.0,portugal
1180,23.0,usa
1181,38.0,mozambique
1182,23.0,indonesia
1183,49.0,italy
1184,38.0,usa
1185,38.0,usa
1186,24.0,australia
1187,23.0,australia
1188,29.0,usa
1189,39.0,germany
1190,24.0,spain
1191,34.0,usa
1192,27.0,malaysia
1193,28.0,italy
1194,32.0,italy
1195,18.0,usa
1196,28.0,spain
1197,40.0,germany
1198,35.0,germany
1199,28.0,argentina
1200,58.0,usa
1201,22.0,usa
1202,43.0,az
1203,21.0,morocco
1204,11.0,usa
1205,32.0,canada
1206,44.0,germany
1207,50.0,afghanistan
1208,73.0,usa
1209,33.0,usa
1210,37.0,usa
1211,22.0,france
1212,24.0,germany
1213,19.0,argentina
1214,30.0,germany
1215,17.0,united kingdom
1216,24.0,usa
1217,65.0,usa
1218,27.0,usa
1219,17.0,malaysia
1220,79.0,france
1221,34.0,italy
1222,27.0,italy
1223,17.0,usa
1224,61.0,estonia
1225,22.0,usa
1226,14.0,usa
1227,16.0,singapore
1228,52.0,germany
1229,46.0,usa
1230,34.0,france
1231,13.0,new zealand
1232,50.0,netherlands
1233,27.0,italy
1234,25.0,spain
1235,48.0,canada
1236,25.0,usa
1237,21.0,spain
1238,42.0,new zealand
1239,37.0,turkey
1240,36.0,usa
1241,41.0,usa
1242,25.0,canada
1243,34.0,usa
1244,55.0,usa
1245,73.0,netherlands
1246,36.0,usa
1247,38.0,germany
1248,54.0,usa
1249,76.0,canada
1250,44.0,usa
1251,47.0,usa
1252,70.0,usa
1253,22.0,colombia
1254,26.0,usa
1255,23.0,spain
1256,15.0,canada
1257,33.0,united kingdom
1258,18.0,usa
1259,29.0,canada
1260,17.0,brazil
1261,46.0,usa
1262,39.0,usa
1263,23.0,germany
1264,78.0,usa
1265,50.0,az
1266,19.0,usa
1267,45.0,usa
1268,42.0,clackamas
1269,42.0,usa
1270,33.0,usa
1271,64.0,canada
1272,65.0,portugal
1273,27.0,az
1274,63.0,usa
1275,40.0,australia
1276,18.0,usa
1277,20.0,australia
1278,12.0,usa
1279,6.0,usa
1280,34.0,usa
1281,32.0,united kingdom
1282,32.0,germany
1283,26.0,usa
1284,44.0,usa
1285,28.0,germany
1286,22.0,usa
1287,32.0,usa
1288,35.0,usa
1289,31.0,usa
1290,26.0,portugal
1291,34.0,spain
1292,62.0,usa
1293,7.0,usa
1294,51.0,canada
1295,64.0,az
1296,29.0,usa
1297,30.0,usa
1298,20.0,usa
1299,6.0,portugal
1300,37.0,usa
1301,18.0,nigeria
1302,8.0,united kingdom
1303,56.0,usa
1304,47.0,usa
1305,17.0,usa
1306,41.0,az
1307,9.0,canada
1308,57.0,netherlands
1309,28.0,usa
1310,72.0,italy
1311,59.0,italy
1312,23.0,usa
1313,30.0,italy
1314,48.0,italy
1315,71.0,italy
1316,18.0,italy
1317,63.0,usa
1318,33.0,az
1319,59.0,italy
1320,36.0,united kingdom
1321,24.0,romania
1322,21.0,usa
1323,58.0,italy
1324,54.0,usa
1325,63.0,italy
1326,37.0,italy
1327,28.0,italy
1328,24.0,usa
1329,26.0,colombia
1330,18.0,germany
1331,32.0,portugal
1332,19.0,usa
1333,36.0,australia
1334,32.0,united kingdom
1335,28.0,usa
1336,42.0,united kingdom
1337,28.0,canada
1338,37.0,usa
1339,14.0,australia
1340,21.0,usa
1341,48.0,united kingdom
1342,47.0,canada
1343,33.0,united kingdom
1344,46.0,usa
1345,49.0,usa
1346,25.0,usa
1347,36.0,usa
1348,43.0,usa
1349,71.0,usa
1350,68.0,canada
1351,16.0,mexico
1352,35.0,italy
1353,26.0,usa
1354,39.0,australia
1355,71.0,usa
1356,16.0,spain
1357,56.0,australia
1358,17.0,az
1359,14.0,usa
1360,36.0,usa
1361,74.0,germany
1362,37.0,spain
1363,9.0,usa
1364,16.0,canada
1365,16.0,usa
1366,44.0,usa
1367,23.0,australia
1368,22.0,usa
1369,68.0,canada
1370,26.0,usa
1371,36.0,usa
1372,34.0,germany
1373,54.0,lesotho
1374,27.0,usa
1375,59.0,usa
1376,74.0,usa
1377,20.0,usa
1378,37.0,italy
1379,29.0,italy
1380,59.0,canada
1381,36.0,united kingdom
1382,33.0,usa
1383,32.0,australia
1384,12.0,usa
1385,63.0,usa
1386,62.0,usa
1387,28.0,usa
1388,29.0,spain
1389,22.0,usa
1390,36.0,new zealand
1391,32.0,usa
1392,42.0,united kingdom
1393,35.0,spain
1394,28.0,argentina
1395,77.0,usa
1396,35.0,usa
1397,36.0,usa
1398,71.0,usa
1399,41.0,usa
1400,39.0,usa
1401,53.0,usa
1402,15.0,usa
1403,26.0,usa
1404,28.0,germany
1405,53.0,usa
1406,62.0,usa
1407,28.0,spain
1408,35.0,usa
1409,74.0,usa
1410,22.0,usa
1411,74.0,usa
1412,47.0,usa
1413,69.0,usa
1414,27.0,netherlands
1415,47.0,usa
1416,25.0,united kingdom
1417,18.0,usa
1418,45.0,usa
1419,51.0,usa
1420,37.0,usa
1421,55.0,spain
1422,23.0,spain
1423,39.0,united kingdom
1424,18.0,australia
1425,41.0,netherlands
1426,8.0,usa
1427,22.0,usa
1428,61.0,malaysia
1429,71.0,usa
1430,15.0,turkey
1431,36.0,usa
1432,65.0,usa
1433,54.0,usa
1434,17.0,usa
1435,36.0,usa
1436,60.0,canada
1437,21.0,usa
1438,27.0,canada
1439,52.0,canada
1440,33.0,usa
1441,34.0,spain
1442,36.0,france
1443,30.0,australia
1444,26.0,mexico
1445,7.0,italy
1446,23.0,spain
1447,31.0,spain
1448,61.0,usa
1449,74.0,italy
1450,24.0,sweden
1451,22.0,spain
1452,79.0,netherlands
1453,64.0,usa
1454,21.0,china
1455,75.0,usa
